Epoch,Validation Loss,F1,Precision,Recall,Accuracy
77.0,0.23605690896511078,0.9109947643979057,0.8969072164948454,0.925531914893617,0.9681620839363242
78.0,0.2246517390012741,0.9052631578947369,0.8958333333333334,0.9148936170212766,0.975397973950796
79.0,0.2279653251171112,0.9214659685863875,0.9072164948453608,0.9361702127659575,0.9768451519536903
80.0,0.24570105969905853,0.90625,0.8877551020408163,0.925531914893617,0.9710564399421129
81.0,0.25383156538009644,0.90625,0.8877551020408163,0.925531914893617,0.9696092619392185
82.0,0.25444576144218445,0.9109947643979057,0.8969072164948454,0.925531914893617,0.9681620839363242
83.0,0.2488582283258438,0.9263157894736843,0.9166666666666666,0.9361702127659575,0.9696092619392185
84.0,0.24143627285957336,0.9052631578947369,0.8958333333333334,0.9148936170212766,0.9710564399421129
85.0,0.23768670856952667,0.9052631578947369,0.8958333333333334,0.9148936170212766,0.975397973950796
86.0,0.24221526086330414,0.9052631578947369,0.8958333333333334,0.9148936170212766,0.9768451519536903
87.0,0.24947060644626617,0.9052631578947369,0.8958333333333334,0.9148936170212766,0.9739507959479016
88.0,0.25621843338012695,0.9052631578947369,0.8958333333333334,0.9148936170212766,0.9725036179450073
89.0,0.2588965594768524,0.9052631578947369,0.8958333333333334,0.9148936170212766,0.9725036179450073
90.0,0.2586124539375305,0.9052631578947369,0.8958333333333334,0.9148936170212766,0.9725036179450073
91.0,0.2592511475086212,0.9052631578947369,0.8958333333333334,0.9148936170212766,0.9725036179450073
92.0,0.26017290353775024,0.9052631578947369,0.8958333333333334,0.9148936170212766,0.9725036179450073
93.0,0.25935009121894836,0.9052631578947369,0.8958333333333334,0.9148936170212766,0.9725036179450073
94.0,0.2596094012260437,0.9052631578947369,0.8958333333333334,0.9148936170212766,0.9725036179450073
95.0,0.2623908519744873,0.9052631578947369,0.8958333333333334,0.9148936170212766,0.9725036179450073
96.0,0.26483532786369324,0.9052631578947369,0.8958333333333334,0.9148936170212766,0.9725036179450073
97.0,0.2651926875114441,0.9052631578947369,0.8958333333333334,0.9148936170212766,0.9725036179450073
98.0,0.26539909839630127,0.9052631578947369,0.8958333333333334,0.9148936170212766,0.9725036179450073
99.0,0.265670508146286,0.9052631578947369,0.8958333333333334,0.9148936170212766,0.9725036179450073
100.0,0.2657507658004761,0.9052631578947369,0.8958333333333334,0.9148936170212766,0.9725036179450073
